Cost 41119
Edges 330
E 3 1
E 1 2
E 2 5
E 5 167
E 167 170
E 170 197
E 197 194
E 194 32
E 32 275
E 275 278
E 278 279
E 279 360
E 360 359
E 359 602
E 602 620
E 620 617
E 617 590
E 590 587
E 587 588
E 588 669
E 669 667
E 667 673
E 673 727
E 279 441
E 278 305
E 305 304
E 304 306
E 306 303
E 197 440
E 170 224
E 224 223
E 223 217
E 217 235
E 235 181
E 181 184
E 184 103
E 103 94
E 94 85
E 85 166
E 217 163
E 163 169
E 169 7
E 7 493
E 163 172
E 167 410
E 410 329
E 2 83
E 83 110
E 110 116
E 116 134
E 134 107
E 107 98
E 98 97
E 97 91
E 91 334
E 334 361
E 361 388
E 388 394
E 97 178
E 178 180
E 180 18
E 18 12
E 12 39
E 39 120
E 120 111
E 12 21
E 21 75
E 75 74
E 74 236
E 236 239
E 239 212
E 74 317
E 317 263
E 263 506
E 317 308
E 308 281
E 74 73
E 18 261
E 180 177
E 177 176
E 176 173
E 173 200
E 200 227
E 227 146
E 200 38
E 38 119
E 119 362
E 362 365
E 365 364
E 364 373
E 373 400
E 200 201
E 201 207
E 207 234
E 176 179
E 179 665
E 665 503
E 503 512
E 512 494
E 494 488
E 488 489
E 489 498
E 498 660
E 660 687
E 498 552
E 503 557
E 557 554
E 554 716
E 716 719
E 719 476
E 476 314
E 314 323
E 503 260
E 260 341
E 341 350
E 341 332
E 98 99
E 99 126
E 126 135
E 135 162
E 162 159
E 159 105
E 105 104
E 104 101
E 105 102
E 102 100
E 100 106
E 159 158
E 158 155
E 155 161
E 161 160
E 160 154
E 154 127
E 127 370
E 159 402
E 402 483
E 483 480
E 135 216
E 216 213
E 213 132
E 132 51
E 51 48
E 48 534
E 534 540
E 132 130
E 130 121
E 121 118
E 118 604
E 604 607
E 607 598
E 598 679
E 679 517
E 517 490
E 490 492
E 492 495
E 495 576
E 576 594
E 594 675
E 675 672
E 576 630
E 490 491
E 491 572
E 572 575
E 575 656
E 491 518
E 679 680
E 680 698
E 698 695
E 695 209
E 598 595
E 607 580
E 130 112
E 216 214
E 214 241
E 241 242
E 242 80
E 80 26
E 26 20
E 20 11
E 11 92
E 92 95
E 95 14
E 214 187
E 187 430
E 430 431
E 126 117
E 117 115
E 115 34
E 34 61
E 61 62
E 126 125
E 125 44
E 44 71
E 71 70
E 70 556
E 556 718
E 718 712
E 712 715
E 715 661
E 661 662
E 662 663
E 661 658
E 71 17
E 125 124
E 124 43
E 125 611
E 99 93
E 93 96
E 96 123
E 134 215
E 83 164
E 164 165
E 83 137
E 137 140
E 140 143
E 137 623
E 623 704
E 83 326
E 1 82
E 82 325
E 325 331
E 331 250
E 250 277
E 277 439
E 331 385
E 385 382
E 382 379
E 379 136
E 136 55
E 55 28
E 28 109
E 136 145
E 145 148
E 148 157
E 157 643
E 643 644
E 379 298
E 382 463
E 463 472
E 472 474
E 474 420
E 420 258
E 258 15
E 15 13
E 13 67
E 67 69
E 69 555
E 555 546
E 546 708
E 708 654
E 555 636
E 636 633
E 633 579
E 15 42
E 42 40
E 40 49
E 49 76
E 76 319
E 319 310
E 310 553
E 40 41
E 41 527
E 527 528
E 528 526
E 527 689
E 689 688
E 15 24
E 24 22
E 22 19
E 19 262
E 262 253
E 253 280
E 280 286
E 286 295
E 295 52
E 52 53
E 53 47
E 47 29
E 29 30
E 280 289
E 289 292
E 280 523
E 523 532
E 532 613
E 262 424
E 424 415
E 24 78
E 258 249
E 249 267
E 267 348
E 348 351
E 351 405
E 405 399
E 348 375
E 267 264
E 249 330
E 330 573
E 573 600
E 600 609
E 609 366
E 420 418
E 418 409
E 409 247
E 247 301
E 301 544
E 544 625
E 625 634
E 247 265
E 382 383
E 383 626
E 626 635
E 635 392
E 392 473
E 626 629
E 629 638
E 1 244
E 244 246
E 246 300
E 300 462
E 462 465
E 465 222
E 222 220
E 1 4
E 4 6
E 6 168
E 168 171
E 171 189
E 189 108
E 168 87
E 87 114
