Cost 218
Edges 154
E 12 4
E 4 2
E 2 1
E 1 3
E 3 7
E 7 23
E 23 31
E 31 63
E 63 127
E 127 255
E 255 511
E 23 87
E 87 343
E 23 55
E 23 151
E 7 39
E 39 47
E 47 111
E 111 239
E 39 103
E 103 359
E 7 71
E 71 79
E 79 207
E 207 463
E 7 15
E 3 11
E 11 27
E 27 59
E 59 187
E 59 315
E 27 91
E 11 75
E 75 203
E 203 459
E 3 19
E 19 275
E 3 35
E 35 163
E 163 419
E 35 99
E 3 131
E 1 5
E 5 13
E 13 29
E 29 61
E 61 125
E 29 157
E 157 413
E 29 93
E 13 45
E 45 301
E 5 21
E 21 53
E 53 181
E 181 437
E 5 37
E 37 165
E 5 69
E 69 197
E 5 261
E 1 9
E 9 25
E 25 153
E 9 73
E 73 105
E 105 233
E 233 489
E 9 41
E 9 265
E 1 17
E 17 49
E 49 113
E 113 241
E 113 369
E 17 81
E 81 209
E 209 465
E 1 65
E 2 6
E 6 14
E 14 30
E 30 62
E 62 126
E 126 382
E 62 190
E 14 78
E 78 334
E 14 142
E 6 38
E 38 166
E 166 230
E 230 486
E 38 102
E 6 70
E 70 86
E 86 214
E 214 470
E 6 22
E 2 10
E 10 26
E 26 58
E 58 186
E 186 442
E 26 90
E 90 346
E 10 42
E 42 106
E 106 234
E 10 74
E 74 202
E 2 34
E 34 50
E 34 290
E 2 130
E 130 386
E 2 18
E 4 8
E 8 16
E 16 32
E 32 96
E 96 224
E 32 288
E 16 144
E 144 176
E 176 432
E 16 48
E 8 24
E 24 56
E 56 120
E 120 248
E 56 312
E 8 136
E 136 392
E 8 72
E 4 20
E 20 28
E 28 60
E 60 124
E 28 156
E 156 412
E 20 52
E 52 116
E 116 244
E 244 500
E 20 84
E 84 212
E 4 36
E 36 44
E 44 108
E 108 364
E 36 164
E 4 68
E 68 324
