Cost 149
Edges 99
E 30 10
E 10 1
E 1 2
E 2 22
E 22 722
E 2 32
E 32 532
E 2 42
E 42 442
E 2 72
E 72 372
E 2 92
E 1 3
E 3 13
E 13 213
E 3 53
E 53 653
E 3 63
E 63 963
E 3 83
E 83 183
E 3 803
E 1 4
E 4 24
E 24 424
E 4 34
E 34 334
E 4 44
E 44 744
E 4 94
E 94 594
E 4 74
E 1 5
E 5 25
E 25 325
E 5 45
E 45 545
E 5 75
E 75 475
E 5 95
E 95 795
E 5 35
E 1 6
E 6 16
E 16 916
E 6 56
E 56 256
E 6 66
E 66 866
E 6 86
E 86 686
E 6 106
E 1 7
E 7 27
E 27 527
E 7 37
E 37 437
E 7 77
E 77 777
E 7 97
E 97 397
E 7 47
E 1 8
E 8 18
E 18 818
E 8 58
E 58 158
E 8 68
E 68 668
E 8 88
E 88 288
E 8 908
E 1 9
E 9 19
E 19 119
E 9 59
E 59 959
E 9 69
E 69 269
E 9 89
E 89 889
E 9 609
E 1 11
E 11 611
E 1 51
E 51 851
E 1 61
E 61 161
E 1 81
E 81 981
E 1 201
E 10 40
E 40 740
E 10 50
E 50 350
E 10 80
E 80 580
E 10 100
E 100 500
