Cost 44571
Edges 368
E 6 12
E 12 7
E 7 10
E 10 130
E 130 94
E 94 89
E 89 87
E 87 15
E 15 303
E 303 306
E 306 308
E 308 1316
E 306 882
E 882 870
E 870 865
E 865 866
E 303 591
E 591 593
E 593 641
E 641 665
E 665 663
E 663 1239
E 665 677
E 677 681
E 681 678
E 678 390
E 390 386
E 303 1167
E 1167 1171
E 1171 1165
E 1165 1285
E 89 90
E 90 92
E 92 80
E 80 73
E 73 78
E 78 76
E 76 28
E 28 52
E 52 50
E 50 58
E 58 778
E 778 826
E 826 1402
E 1402 1546
E 52 340
E 340 628
E 628 632
E 632 630
E 630 594
E 594 1458
E 78 82
E 82 79
E 79 43
E 43 42
E 42 40
E 40 38
E 38 37
E 37 47
E 47 11
E 11 2
E 2 5
E 5 125
E 125 29
E 29 41
E 41 53
E 53 65
E 65 497
E 2 62
E 62 67
E 67 643
E 643 1219
E 62 98
E 98 530
E 530 818
E 818 962
E 962 968
E 47 911
E 37 48
E 48 108
E 108 99
E 99 97
E 97 103
E 103 1687
E 1687 1689
E 97 109
E 109 119
E 119 407
E 407 400
E 400 1408
E 109 110
E 99 106
E 106 102
E 102 18
E 18 20
E 20 16
E 18 114
E 114 1122
E 102 104
E 104 116
E 116 111
E 111 3
E 3 135
E 135 133
E 133 144
E 144 288
E 288 720
E 102 126
E 126 124
E 124 122
E 122 26
E 26 35
E 35 755
E 755 754
E 754 790
E 790 1366
E 1366 1362
E 1362 1398
E 35 323
E 40 39
E 39 45
E 45 46
E 46 118
E 118 262
E 262 550
E 550 982
E 45 189
E 189 185
E 185 173
E 173 175
E 175 179
E 179 176
E 176 188
E 188 190
E 190 226
E 226 227
E 227 224
E 224 217
E 217 241
E 241 265
E 265 697
E 227 947
E 947 1379
E 1379 83
E 83 1667
E 176 1472
E 175 607
E 607 1039
E 1039 1034
E 607 1615
E 1615 1614
E 173 180
E 180 170
E 170 218
E 218 1514
E 39 615
E 615 627
E 627 639
E 42 1050
E 1050 1110
E 1110 1108
E 43 475
E 475 480
E 480 477
E 477 476
E 476 548
E 548 1700
E 477 621
E 621 633
E 633 657
E 657 651
E 651 658
E 658 622
E 622 1630
E 657 1665
E 1665 1659
E 1659 1635
E 1635 1719
E 1719 1723
E 1723 571
E 78 942
E 73 361
E 361 367
E 367 379
E 379 377
E 377 317
E 317 413
E 413 415
E 415 331
E 331 329
E 329 761
E 761 749
E 749 725
E 725 437
E 437 441
E 441 1449
E 377 383
E 383 376
E 376 328
E 328 325
E 325 373
E 373 313
E 313 321
E 321 315
E 315 319
E 319 322
E 322 358
E 358 353
E 353 360
E 360 348
E 348 1212
E 313 457
E 457 445
E 445 301
E 301 310
E 445 446
E 446 434
E 434 470
E 470 614
E 614 1334
E 446 456
E 456 447
E 447 454
E 454 1174
E 1174 1318
E 1318 1378
E 446 1598
E 445 517
E 328 326
E 326 314
E 314 458
E 458 602
E 602 746
E 746 758
E 758 757
E 757 769
E 326 336
E 336 384
E 384 381
E 381 405
E 326 327
E 327 330
E 328 333
E 333 1053
E 328 1480
E 80 74
E 74 84
E 84 36
E 36 30
E 30 462
E 462 465
E 465 33
E 33 81
E 33 1329
E 30 894
E 894 892
E 36 324
E 324 372
E 372 364
E 36 756
E 756 852
E 852 847
E 74 506
E 506 508
E 508 556
E 556 557
E 557 845
E 845 1277
E 556 564
E 92 93
E 93 105
E 105 117
E 117 141
E 141 9
E 9 153
E 153 151
E 151 152
E 152 147
E 147 231
E 231 519
E 519 567
E 567 483
E 231 279
E 279 855
E 231 267
E 152 155
E 155 203
E 203 201
E 201 165
E 165 164
E 164 168
E 168 192
E 192 216
E 216 209
E 209 149
E 149 161
E 161 245
E 245 281
E 161 737
E 737 743
E 743 23
E 23 887
E 887 899
E 899 971
E 971 983
E 983 1559
E 887 1031
E 192 240
E 165 597
E 597 741
E 741 777
E 777 776
E 776 836
E 836 728
E 728 723
E 723 1011
E 1011 1019
E 1019 1307
E 201 193
E 193 145
E 145 229
E 229 238
E 238 382
E 382 378
E 378 342
E 342 486
E 486 450
E 450 455
E 455 491
E 491 59
E 59 107
E 486 481
E 481 493
E 493 781
E 781 788
E 788 740
E 740 884
E 884 878
E 878 885
E 145 205
E 193 337
E 337 338
E 338 770
E 770 722
E 722 721
E 721 829
E 829 835
E 835 763
E 763 768
E 768 792
E 721 730
E 730 1018
E 152 1016
E 1016 8
E 8 44
E 8 296
E 1016 1088
E 151 583
E 583 667
E 151 199
E 89 809
E 10 586
E 586 581
E 581 293
E 293 292
E 292 1588
E 581 629
E 10 34
