Cost 36253
Edges 357
E 1001 18
E 18 1007
E 1007 220
E 220 1003
E 1003 273
E 273 1026
E 1003 434
E 434 1015
E 1015 379
E 379 1158
E 1158 312
E 312 1058
E 1015 298
E 298 1041
E 1041 108
E 108 1025
E 1015 321
E 321 1071
E 321 1139
E 1139 451
E 451 1093
E 1093 219
E 219 1050
E 1050 672
E 672 1179
E 1093 373
E 373 1100
E 1100 320
E 320 1190
E 1093 514
E 514 1087
E 1087 544
E 544 1033
E 544 1135
E 1135 125
E 125 1142
E 1142 558
E 558 1034
E 1142 978
E 978 1126
E 1142 694
E 694 1138
E 1087 515
E 515 1024
E 1087 591
E 591 1088
E 514 1181
E 1181 673
E 673 1059
E 1059 299
E 299 1020
E 1020 61
E 61 1195
E 1020 203
E 203 1005
E 1005 993
E 993 1019
E 1019 218
E 218 1107
E 1107 707
E 707 1013
E 1013 319
E 319 1067
E 1107 404
E 404 1118
E 1118 32
E 32 1127
E 1127 347
E 347 1009
E 1118 44
E 44 1124
E 1124 884
E 884 1085
E 44 1189
E 1019 30
E 30 1054
E 1019 64
E 64 1198
E 1019 964
E 964 1060
E 1060 854
E 854 1027
E 1027 886
E 886 1150
E 1027 806
E 806 1023
E 806 1091
E 1091 915
E 915 1086
E 1086 274
E 274 1076
E 1076 842
E 842 1185
E 274 1112
E 915 1196
E 1196 580
E 580 1111
E 1005 124
E 124 1036
E 1020 701
E 701 1018
E 1018 516
E 516 1035
E 1035 192
E 192 1148
E 1148 19
E 19 1046
E 1046 175
E 175 1193
E 1148 888
E 888 1170
E 192 1159
E 1159 362
E 362 1049
E 1035 303
E 303 1183
E 1183 736
E 736 1062
E 1183 287
E 287 1113
E 1113 6
E 6 1174
E 1174 59
E 59 1016
E 1035 50
E 50 1066
E 1066 999
E 999 1072
E 1072 758
E 758 1200
E 1018 307
E 307 1055
E 1055 966
E 966 1004
E 701 1039
E 1039 29
E 29 1051
E 1051 548
E 548 1074
E 1051 836
E 836 1014
E 1014 280
E 280 1197
E 1014 791
E 791 1063
E 1063 817
E 817 1176
E 1014 568
E 568 1116
E 1051 907
E 907 1099
E 1051 177
E 177 1006
E 1006 767
E 767 1137
E 177 1154
E 29 1097
E 29 1017
E 1039 263
E 263 1070
E 1070 464
E 464 1092
E 1092 636
E 636 1028
E 1028 649
E 649 1048
E 649 1022
E 1022 253
E 253 1073
E 1092 946
E 946 1056
E 1092 138
E 138 1101
E 1101 80
E 80 1166
E 1166 969
E 969 1053
E 1053 147
E 147 1043
E 138 1125
E 1125 501
E 501 1098
E 1098 202
E 202 1141
E 501 1178
E 1092 353
E 353 1160
E 1092 945
E 945 1199
E 1070 656
E 656 1068
E 1068 632
E 632 1182
E 1068 5
E 5 1090
E 656 1083
E 1083 887
E 887 1175
E 1083 856
E 856 1008
E 263 1094
E 1094 361
E 361 1045
E 1045 119
E 119 1130
E 1130 336
E 336 1117
E 1117 681
E 681 1184
E 119 1186
E 1186 981
E 981 1069
E 1186 913
E 913 1136
E 1136 910
E 910 1144
E 913 1156
E 361 1102
E 1039 683
E 683 1038
E 1038 497
E 497 1032
E 1032 145
E 145 1157
E 1032 359
E 359 1115
E 1115 144
E 144 1064
E 144 1151
E 1151 63
E 63 1065
E 683 1106
E 1039 732
E 732 1052
E 1052 678
E 678 1082
E 1082 789
E 789 1173
E 1082 653
E 653 1168
E 1052 562
E 562 1133
E 1039 847
E 847 1010
E 1010 103
E 103 1011
E 701 1122
E 1122 88
E 88 1140
E 1122 684
E 684 1146
E 1146 606
E 606 1167
E 1020 646
E 646 1029
E 1029 306
E 306 1134
E 514 1188
E 1188 485
E 485 1180
E 451 1110
E 1139 772
E 772 1119
E 1139 117
E 117 1121
E 1121 2
E 2 1191
E 321 1155
E 1155 66
E 66 1192
E 1192 862
E 862 1040
E 1040 328
E 328 1061
E 1003 719
E 719 1012
E 719 1147
E 1147 378
E 378 1177
E 1177 131
E 131 1194
E 1147 650
E 650 1120
E 1147 743
E 743 1164
E 719 1187
E 1003 923
E 923 1162
E 220 1031
E 1031 616
E 616 1095
E 1095 751
E 751 1096
E 1096 69
E 69 1143
E 751 1080
E 1080 453
E 453 1149
E 453 1075
E 1075 17
E 17 1105
E 1105 385
E 385 1169
E 1105 438
E 438 1104
E 1105 997
E 997 1103
E 17 1002
E 1075 797
E 797 1077
E 1077 136
E 136 1021
E 136 1042
E 453 1172
E 1080 909
E 909 1084
E 1084 894
E 894 1132
E 1084 550
E 550 1108
E 550 1078
E 1078 865
E 865 1145
E 1095 364
E 364 1081
E 1095 633
E 633 1037
E 1031 860
E 860 1030
E 1030 101
E 101 1131
E 101 1165
E 101 1044
E 1044 31
E 31 1152
E 1152 949
E 949 1114
E 1114 956
E 956 1123
E 1044 58
E 58 1129
E 58 1153
E 58 1089
E 1044 236
E 236 1171
E 18 1057
E 1057 729
E 729 1161
E 1161 251
E 251 1079
E 1079 691
E 691 1047
E 18 1128
E 1001 844
E 844 1163
E 1163 246
E 246 1109
