Cost 29448
Edges 242
E 30 430
E 430 410
E 410 404
E 404 403
E 403 402
E 402 102
E 102 105
E 105 103
E 103 3
E 3 33
E 33 73
E 73 77
E 77 37
E 37 17
E 17 117
E 117 114
E 114 115
E 115 215
E 215 245
E 245 250
E 250 350
E 215 255
E 255 455
E 455 425
E 425 445
E 445 545
E 215 265
E 265 261
E 261 241
E 241 291
E 291 191
E 191 171
E 171 121
E 121 126
E 126 106
E 37 27
E 27 24
E 24 29
E 29 23
E 23 13
E 13 20
E 20 10
E 10 4
E 4 1
E 1 51
E 51 53
E 53 653
E 51 71
E 71 61
E 61 161
E 51 851
E 1 901
E 901 981
E 4 5
E 5 305
E 305 345
E 345 385
E 385 335
E 335 235
E 235 35
E 4 34
E 34 434
E 434 438
E 438 435
E 435 431
E 431 437
E 4 304
E 304 344
E 344 244
E 244 224
E 224 264
E 264 269
E 224 324
E 324 334
E 224 524
E 524 525
E 525 515
E 515 915
E 915 916
E 524 504
E 504 594
E 344 348
E 348 346
E 346 349
E 349 399
E 399 392
E 392 92
E 348 388
E 388 386
E 386 686
E 20 14
E 14 74
E 20 50
E 50 42
E 42 52
E 52 62
E 62 66
E 66 63
E 63 83
E 83 183
E 63 963
E 50 100
E 100 500
E 13 43
E 43 44
E 44 41
E 41 49
E 49 69
E 69 19
E 19 99
E 99 79
E 79 80
E 80 76
E 76 86
E 86 586
E 586 786
E 786 766
E 766 866
E 80 180
E 180 140
E 140 120
E 120 220
E 220 212
E 212 222
E 222 230
E 230 221
E 221 201
E 212 412
E 412 417
E 417 419
E 419 414
E 414 424
E 220 270
E 270 470
E 470 463
E 463 462
E 462 362
E 362 361
E 361 370
E 370 368
E 368 338
E 338 308
E 308 908
E 140 133
E 133 132
E 132 532
E 140 137
E 137 187
E 187 127
E 127 527
E 140 740
E 180 172
E 172 176
E 176 146
E 146 143
E 143 123
E 123 193
E 193 113
E 113 116
E 116 216
E 216 226
E 226 227
E 227 225
E 225 325
E 227 327
E 327 427
E 427 477
E 477 777
E 216 213
E 113 313
E 313 413
E 413 411
E 411 418
E 418 818
E 411 611
E 193 893
E 893 803
E 146 246
E 246 266
E 266 236
E 236 256
E 80 580
E 69 68
E 68 268
E 268 668
E 41 341
E 341 342
E 342 542
E 542 546
E 546 746
E 746 750
E 750 744
E 341 347
E 347 47
E 44 45
E 45 95
E 95 195
E 195 197
E 197 397
E 195 795
E 23 723
E 723 725
E 725 722
E 27 57
E 57 7
E 7 207
E 207 202
E 202 232
E 232 234
E 234 254
E 254 554
E 554 454
E 454 452
E 452 456
E 456 446
E 446 442
E 232 332
E 332 372
E 105 104
E 104 109
E 109 199
E 199 119
E 109 209
E 209 289
E 289 285
E 285 288
E 209 509
E 509 589
E 589 889
E 209 609
E 105 108
E 108 118
E 118 158
E 105 175
E 175 177
E 177 157
E 157 159
E 159 151
E 151 951
E 951 959
E 175 375
E 375 475
