Cost 14383
Edges 115
E 1 2
E 2 5
E 5 4
E 4 85
E 85 82
E 82 83
E 83 84
E 84 87
E 87 90
E 84 165
E 165 174
E 174 172
E 172 199
E 199 37
E 37 39
E 39 42
E 42 41
E 41 14
E 14 15
E 172 173
E 173 11
E 11 17
E 17 26
E 174 180
E 180 234
E 234 153
E 165 192
E 192 198
E 198 207
E 207 201
E 83 101
E 101 100
E 100 181
E 181 183
E 100 103
E 101 102
E 102 21
E 21 19
E 19 22
E 22 76
E 76 73
E 73 55
E 55 56
E 56 137
E 137 146
E 146 119
E 119 120
E 120 93
E 93 147
E 147 138
E 138 136
E 147 156
E 156 129
E 129 135
E 119 200
E 200 191
E 191 209
E 209 212
E 73 154
E 154 160
E 160 161
E 161 152
E 152 151
E 151 124
E 124 97
E 97 98
E 98 179
E 179 176
E 176 203
E 203 206
E 206 215
E 215 216
E 216 210
E 210 237
E 206 44
E 176 167
E 98 92
E 124 121
E 161 155
E 155 74
E 74 65
E 21 48
E 48 47
E 47 46
E 85 88
E 88 7
E 7 16
E 16 43
E 43 34
E 34 196
E 5 59
E 59 32
E 32 35
E 35 29
E 29 30
E 30 33
E 29 110
E 35 116
E 116 134
E 134 53
E 53 52
E 52 79
E 116 143
E 143 224
E 59 68
E 68 67
E 67 40
E 40 202
E 202 175
E 175 178
E 67 69
E 69 60
E 67 229
E 59 77
E 77 158
