Cost 767
Edges 767
E 1 257
E 257 769
E 1 129
E 129 641
E 129 385
E 1 65
E 65 577
E 65 321
E 65 193
E 193 449
E 449 961
E 1 33
E 33 545
E 33 289
E 33 161
E 161 417
E 417 929
E 33 97
E 97 353
E 353 865
E 97 225
E 225 737
E 225 481
E 1 17
E 17 529
E 17 273
E 17 145
E 145 401
E 401 913
E 17 81
E 81 337
E 337 849
E 81 209
E 209 721
E 209 465
E 17 49
E 49 305
E 305 817
E 49 177
E 177 689
E 177 433
E 49 113
E 113 625
E 113 369
E 113 241
E 241 497
E 497 1009
E 1 9
E 9 521
E 9 265
E 9 137
E 137 393
E 393 905
E 9 73
E 73 329
E 329 841
E 73 201
E 201 713
E 201 457
E 9 41
E 41 297
E 297 809
E 41 169
E 169 681
E 169 425
E 41 105
E 105 617
E 105 361
E 105 233
E 233 489
E 489 1001
E 9 25
E 25 281
E 281 793
E 25 153
E 153 665
E 153 409
E 25 89
E 89 601
E 89 345
E 89 217
E 217 473
E 473 985
E 25 57
E 57 569
E 57 313
E 57 185
E 185 441
E 441 953
E 57 121
E 121 377
E 377 889
E 121 249
E 249 761
E 249 505
E 1 5
E 5 517
E 5 261
E 5 133
E 133 389
E 389 901
E 5 69
E 69 325
E 325 837
E 69 197
E 197 709
E 197 453
E 5 37
E 37 293
E 293 805
E 37 165
E 165 677
E 165 421
E 37 101
E 101 613
E 101 357
E 101 229
E 229 485
E 485 997
E 5 21
E 21 277
E 277 789
E 21 149
E 149 661
E 149 405
E 21 85
E 85 597
E 85 341
E 85 213
E 213 469
E 469 981
E 21 53
E 53 565
E 53 309
E 53 181
E 181 437
E 437 949
E 53 117
E 117 373
E 373 885
E 117 245
E 245 757
E 245 501
E 5 13
E 13 269
E 269 781
E 13 141
E 141 653
E 141 397
E 13 77
E 77 589
E 77 333
E 77 205
E 205 461
E 461 973
E 13 45
E 45 557
E 45 301
E 45 173
E 173 429
E 429 941
E 45 109
E 109 365
E 365 877
E 109 237
E 237 749
E 237 493
E 13 29
E 29 541
E 29 285
E 29 157
E 157 413
E 413 925
E 29 93
E 93 349
E 349 861
E 93 221
E 221 733
E 221 477
E 29 61
E 61 317
E 317 829
E 61 189
E 189 701
E 189 445
E 61 125
E 125 637
E 125 381
E 125 253
E 253 509
E 509 1021
E 1 3
E 3 515
E 3 259
E 3 131
E 131 387
E 387 899
E 3 67
E 67 323
E 323 835
E 67 195
E 195 707
E 195 451
E 3 35
E 35 291
E 291 803
E 35 163
E 163 675
E 163 419
E 35 99
E 99 611
E 99 355
E 99 227
E 227 483
E 483 995
E 3 19
E 19 275
E 275 787
E 19 147
E 147 659
E 147 403
E 19 83
E 83 595
E 83 339
E 83 211
E 211 467
E 467 979
E 19 51
E 51 563
E 51 307
E 51 179
E 179 435
E 435 947
E 51 115
E 115 371
E 371 883
E 115 243
E 243 755
E 243 499
E 3 11
E 11 267
E 267 779
E 11 139
E 139 651
E 139 395
