Cost 65638
Edges 513
E 1 2
E 2 4
E 4 132
E 132 140
E 140 396
E 396 400
E 400 416
E 416 288
E 288 800
E 800 832
E 288 272
E 272 16
E 396 395
E 395 393
E 393 397
E 395 411
E 411 415
E 415 447
E 447 319
E 319 311
E 311 279
E 279 263
E 263 295
E 295 291
E 291 292
E 292 420
E 420 419
E 419 423
E 423 487
E 292 804
E 804 802
E 802 546
E 546 545
E 545 801
E 802 930
E 930 898
E 898 770
E 770 514
E 295 359
E 359 103
E 103 39
E 396 460
E 460 476
E 476 348
E 348 380
E 460 458
E 458 450
E 460 972
E 972 1004
E 396 908
E 140 172
E 172 164
E 164 163
E 163 171
E 171 139
E 139 143
E 143 141
E 141 157
E 157 669
E 669 541
E 541 537
E 537 665
E 665 666
E 666 670
E 670 702
E 665 921
E 541 533
E 533 517
E 517 525
E 533 565
E 533 597
E 157 221
E 141 133
E 143 159
E 159 155
E 155 27
E 27 31
E 31 15
E 15 527
E 527 783
E 783 847
E 847 863
E 863 859
E 31 287
E 143 655
E 655 671
E 143 175
E 171 235
E 235 107
E 107 111
E 111 112
E 112 48
E 48 176
E 176 144
E 144 208
E 208 200
E 144 136
E 136 134
E 134 646
E 646 654
E 654 910
E 910 942
E 942 686
E 686 685
E 685 749
E 749 621
E 621 637
E 637 639
E 639 640
E 640 768
E 768 760
E 621 109
E 942 958
E 646 902
E 48 46
E 46 45
E 45 557
E 557 553
E 553 569
E 569 561
E 561 562
E 562 50
E 50 178
E 178 186
E 186 185
E 185 177
E 177 145
E 145 147
E 185 57
E 562 690
E 690 694
E 694 696
E 553 554
E 554 556
E 553 617
E 48 304
E 304 368
E 111 623
E 235 747
E 747 715
E 747 748
E 235 239
E 239 255
E 255 511
E 511 383
E 383 375
E 235 203
E 2 18
E 18 82
E 82 66
E 66 98
E 98 106
E 106 74
E 74 90
E 90 346
E 346 338
E 338 322
E 322 326
E 326 328
E 328 324
E 324 332
E 332 336
E 336 848
E 848 592
E 592 608
E 848 844
E 844 843
E 843 875
E 875 363
E 363 331
E 331 459
E 328 327
E 322 330
E 346 858
E 858 890
E 890 634
E 858 842
E 858 857
E 74 202
E 202 194
E 194 193
E 193 65
E 65 67
E 67 3
E 3 35
E 35 547
E 547 675
E 547 515
E 67 68
E 68 100
E 67 579
E 579 587
E 587 75
E 65 69
E 69 197
E 193 225
E 225 737
E 737 739
E 739 611
E 611 619
E 619 635
E 635 633
E 633 625
E 625 113
E 113 369
E 369 373
E 373 374
E 374 342
E 342 278
E 278 286
E 286 798
E 373 309
E 309 317
E 317 301
E 113 81
E 81 83
E 83 115
E 115 123
E 123 59
E 59 315
E 315 316
E 316 308
E 308 52
E 315 443
E 443 444
E 315 299
E 115 627
E 83 211
E 211 209
E 209 241
E 81 85
