Cost 220
Edges 146
E 6 1
E 1 2
E 2 14
E 14 1598
E 2 26
E 26 1034
E 2 38
E 38 1334
E 2 74
E 74 1514
E 2 98
E 98 386
E 2 110
E 2 866
E 1 3
E 3 51
E 51 483
E 3 63
E 63 639
E 3 87
E 87 1239
E 3 123
E 123 267
E 3 135
E 135 855
E 1 4
E 4 28
E 28 892
E 4 40
E 40 1480
E 4 76
E 76 364
E 4 100
E 100 1108
E 4 112
E 112 1408
E 4 16
E 4 1588
E 1 5
E 5 53
E 53 629
E 5 65
E 65 497
E 5 89
E 89 809
E 5 125
E 125 1277
E 5 137
E 137 281
E 1 7
E 7 55
E 55 199
E 7 67
E 67 1219
E 7 91
E 91 667
E 7 127
E 127 847
E 7 139
E 139 571
E 1 8
E 8 20
E 20 1316
E 8 32
E 32 1472
E 8 80
E 80 1088
E 8 104
E 104 968
E 8 116
E 116 1700
E 8 44
E 8 296
E 1 9
E 9 21
E 21 885
E 9 33
E 33 1329
E 9 45
E 45 1053
E 9 105
E 105 1689
E 9 117
E 117 405
E 9 81
E 9 1449
E 1 10
E 10 22
E 22 310
E 10 46
E 46 1630
E 10 82
E 82 1378
E 10 106
E 106 1546
E 10 118
E 118 982
E 10 34
E 10 1018
E 1 11
E 11 23
E 23 1031
E 11 35
E 35 323
E 11 47
E 47 911
E 11 83
E 83 1667
E 11 119
E 119 1559
E 11 107
E 11 1307
E 1 12
E 12 60
E 60 1212
E 12 72
E 72 792
E 12 96
E 96 240
E 12 132
E 132 564
E 12 144
E 144 720
E 1 13
E 13 18
E 18 30
E 30 1614
E 18 42
E 42 330
E 18 78
E 78 942
E 18 102
E 102 1398
E 18 114
E 114 1122
E 18 1458
E 1 49
E 49 769
E 1 61
E 61 205
E 1 85
E 85 517
E 1 121
E 121 697
E 1 133
E 133 1285
