Cost 20907
Edges 207
E 1 129
E 129 137
E 137 138
E 138 10
E 137 9
E 9 25
E 25 29
E 29 30
E 30 62
E 62 46
E 9 41
E 129 193
E 193 195
E 195 203
E 1 3
E 3 35
E 3 11
E 11 43
E 43 59
E 59 60
E 60 124
E 59 57
E 57 49
E 49 17
E 17 145
E 57 121
E 121 89
E 89 73
E 57 61
E 59 27
E 27 91
E 91 219
E 219 217
E 11 15
E 15 7
E 7 5
E 5 13
E 13 77
E 77 109
E 109 110
E 110 106
E 106 98
E 98 226
E 98 102
E 98 97
E 97 33
E 33 161
E 33 37
E 97 99
E 99 115
E 115 51
E 51 179
E 179 147
E 147 155
E 147 131
E 131 163
E 163 171
E 115 113
E 113 117
E 115 243
E 243 251
E 115 119
E 119 55
E 106 108
E 108 100
E 100 104
E 104 72
E 72 8
E 8 6
E 6 2
E 2 4
E 108 112
E 112 48
E 48 40
E 106 234
E 234 170
E 77 79
E 79 207
E 207 223
E 77 205
E 77 78
E 78 74
E 74 76
E 74 66
E 13 14
E 14 142
E 142 134
E 134 150
E 142 144
E 144 143
E 143 159
E 159 157
E 157 189
E 189 253
E 253 254
E 254 222
E 254 238
E 254 256
E 189 190
E 144 140
E 144 176
E 176 175
E 175 173
E 175 191
E 144 160
E 160 32
E 32 96
E 96 88
E 88 87
E 87 23
E 23 21
E 21 149
E 149 151
E 149 133
E 133 197
E 197 199
E 199 71
E 71 67
E 199 200
E 200 232
E 232 231
E 231 227
E 231 247
E 247 245
E 245 229
E 245 246
E 245 241
E 200 136
E 136 168
E 168 167
E 88 24
E 24 20
E 20 84
E 84 82
E 82 18
E 18 22
E 22 54
E 54 182
E 182 178
E 178 50
E 50 114
E 114 116
E 116 244
E 244 180
E 180 184
E 184 56
E 56 64
E 64 63
E 63 47
E 47 111
E 111 103
E 111 239
E 63 127
E 127 128
E 128 120
E 127 123
E 123 107
E 180 164
E 244 252
E 252 250
E 50 34
E 182 166
E 182 181
E 22 86
E 86 214
E 214 210
E 214 216
E 214 213
E 18 146
E 146 154
E 154 26
E 26 58
E 154 186
E 186 185
E 146 130
E 130 194
E 194 198
E 194 202
E 202 201
E 201 233
E 194 196
E 82 81
E 84 83
E 83 211
E 84 212
E 212 220
E 20 52
E 96 92
E 92 90
E 96 94
E 94 126
E 32 31
E 31 95
E 95 93
E 160 152
E 152 148
E 148 156
E 156 28
E 156 188
E 188 172
E 172 44
E 172 236
E 144 208
E 15 16
E 3 19
E 1 65
E 65 69
