Cost 119639
Edges 962
E 9 738
E 738 737
E 737 980
E 980 979
E 979 976
E 976 1219
E 1219 1246
E 1246 1264
E 1264 1267
E 1267 781
E 781 775
E 775 757
E 757 1000
E 1000 1009
E 1009 1011
E 1011 1020
E 1000 1081
E 775 1504
E 781 782
E 782 764
E 764 761
E 761 779
E 779 776
E 776 1262
E 1262 533
E 533 47
E 47 38
E 38 119
E 119 125
E 125 126
E 126 153
E 153 882
E 882 1125
E 1125 1119
E 1119 1117
E 1117 1063
E 1063 1054
E 1054 1055
E 1055 974
E 974 1028
E 1028 1027
E 1027 1270
E 1270 1272
E 1272 1271
E 1271 1433
E 1433 1406
E 1406 1407
E 1433 1442
E 1442 2171
E 2171 2144
E 2144 1901
E 1901 1910
E 1910 1829
E 2144 1982
E 1442 1443
E 1271 1352
E 1270 1279
E 1279 1252
E 1027 1029
E 1055 1109
E 1054 1056
E 1056 1065
E 1065 1068
E 1068 1797
E 1117 1090
E 119 110
E 110 191
E 191 190
E 190 196
E 196 214
E 214 187
E 187 106
E 106 100
E 100 586
E 586 588
E 588 102
E 102 345
E 588 507
E 190 199
E 199 201
E 201 444
E 444 363
E 363 372
E 372 453
E 453 480
E 480 462
E 462 1191
E 1191 1110
E 1110 867
E 867 813
E 813 894
E 894 912
E 912 966
E 966 969
E 969 968
E 1110 1839
E 1839 1596
E 462 461
E 461 1919
E 1919 1937
E 1937 1936
E 1919 1918
E 461 380
E 380 398
E 398 389
E 380 379
E 379 385
E 385 1114
E 462 705
E 705 219
E 363 120
E 444 1902
E 47 209
E 209 182
E 182 20
E 20 11
E 11 12
E 12 10
E 10 13
E 13 4
E 4 5
E 5 32
E 32 33
E 33 51
E 51 78
E 5 23
E 4 6
E 6 735
E 735 1221
E 1221 1224
E 1224 1242
E 1242 1971
E 1971 1970
E 6 1464
E 1464 1463
E 1463 1625
E 1625 1544
E 1544 1541
E 1541 1547
E 1547 1601
E 1601 1600
E 1600 1843
E 1843 1924
E 1924 1870
E 1870 2113
E 2113 2131
E 2131 2158
E 1870 1708
E 6 3
E 3 732
E 732 741
E 741 768
E 768 930
E 930 1416
E 1416 1414
E 1414 2143
E 2143 2170
E 2170 2179
E 2179 2017
E 2017 2098
E 2098 640
E 640 631
E 13 40
E 40 41
E 41 1499
E 1499 1508
E 1508 1481
E 1481 1482
E 1482 1485
E 1485 1512
E 1482 1725
E 1481 1967
E 1967 509
E 509 500
E 500 554
E 1499 1498
E 1498 1471
E 1471 1472
E 40 121
E 121 112
E 112 85
E 85 166
E 166 1624
E 85 103
E 103 104
E 104 833
E 833 1076
E 112 193
E 121 124
E 124 610
E 610 619
E 619 538
E 121 122
E 13 256
E 10 37
E 37 46
E 46 52
E 52 295
E 37 280
E 280 1738
E 1738 1819
E 1819 361
E 361 370
E 370 376
E 376 377
E 377 374
E 374 365
E 377 1106
E 10 19
E 19 505
E 505 511
E 511 592
E 592 646
E 646 647
E 647 1376
E 1376 1349
E 511 673
E 673 1402
E 1402 1393
E 19 748
E 748 991
E 10 64
E 12 15
E 15 744
E 744 1230
E 15 177
E 20 74
E 74 560
E 560 561
E 561 75
E 75 81
E 81 54
E 54 297
E 297 270
E 270 999
E 999 1026
E 1026 1053
E 1053 1134
E 1134 1215
E 270 513
E 513 540
E 540 537
E 537 294
E 294 375
E 375 366
E 366 357
E 357 276
E 276 249
E 249 267
E 267 24
E 24 27
E 27 18
E 18 261
E 249 247
E 357 1815
E 366 369
E 369 342
E 342 99
E 99 90
E 90 117
E 117 36
E 36 30
E 30 516
